OrchardDesc,PIN,Manager,OrchardGroup,Planting code,Variety code,Variety,Strain of,Produce,Root stock,Growing system,Row spacing,Tree spacing,Planted,Grafted,BioGro year,First season,Last season,Notes,Tags (planting),# trees,# rows,Hectares,Growing method,Mgmt. area,Prod. site,Clearance,Tags (season)
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR C2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2022,,,,2722,33,1.176,Conventional,C2,C,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY  A1,996,Rockit,,Apples,CG202,Spindle,2.8,1.4,2021,,,2022,,,,9202,70,3.749,Conventional,A1,A,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY  B2,996,Rockit,,Apples,CG41,Spindle,3,1.4,2021,,,2022,,,,804,15,0.436,Conventional,B2,B,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY A2,996,Rockit,,Apples,CG202,Spindle,2.8,1.4,2021,,,2022,,,,9091,70,3.761,Conventional,A2,A,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY B1,996,Rockit,,Apples,CG202,Twin Leader,2.8,1.4,2021,,,2022,,,,6604,63,2.727,Conventional,B1,B,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY B3,996,Rockit,,Apples,M.9,Spindle,3,1.4,2021,,,2021,,,,893,27,0.43,Conventional,B3,B,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY C1,996,Rockit,,Apples,CG202,FOPS,3,2.2,2021,,,2023,,,,4444,74,3.074,Conventional,C1,C,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY C2,996,Rockit,,Apples,CG202,FOPS,3,2.2,2021,,,2023,,,,4228,74,2.907,Conventional,C2,C,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D1,996,Rockit,,Apples,CG202,2D,2.5,1.4,2022,,,2022,,,,4795,36,1.693,Conventional,D1,D,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D2,996,Rockit,,Apples,M9,2D,2.5,1.4,2022,,,2022,,,,4847,36,1.772,Conventional,D2,D,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D3,996,Rockit,,Apples,CG202,FOPS,2.2,2.8,2020,,,2022,,,,2728,41,1.733,Conventional,D3,D,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D4,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2021,,,2022,,,,2800,55,1.733,Conventional,D4,D,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY E1,996,Rockit,,Apples,M.9,Spindle,2.8,1,2021,,,2023,,Intense spindle,,9831,70,2.668,Conventional,E1,E,,Hedging trial
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY F1,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2022,,,2022,,,,3034,72,1.619,Conventional,F1,F,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY F2,996,Rockit,,Apples,M.9,Spindle,2.8,1,2022,,,2023,,,,6644,80,1.965,Conventional,F2,F,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY G1,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2022,,,2023,,,,3916,74,2.902,Conventional,G1,G,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY G2,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2022,,,2023,,,,3372,58,1.82,Conventional,G2,G,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY G3,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2022,,,2023,,,,3156,73,1.701,Conventional,G3,G,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY H1,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2022,,,2023,,,,4751,66,2.575,Conventional,H1,H,,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - A1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2021,,,,7440,63,3.26,Conventional,A1,A,,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - A2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2021,,,,6231,64,2.757,Conventional,A2,A,,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - B1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2021,,,,6923,65,3.068,Conventional,B1,B,,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - B2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2021,,,,6933,64,3.07,Conventional,B2,B,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - A1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2021,,,,6385,50,2.769,Conventional,A1,A,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - A2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2021,,,,5889,49,2.569,Conventional,A2,A,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - B1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2021,,,,6271,50,2.756,Conventional,B1,B,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - B2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2021,,,,6263,50,2.783,Conventional,B2,B,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI A1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,4889,50,2.134,Conventional,A1,A,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI A2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,5091,50,2.228,Conventional,A2,A,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI B1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,5439,50,2.36,Conventional,B1,B,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI B2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,2498,50,1.092,Conventional,B2,B,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI C,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,6352,68,2.774,Conventional,C,C,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI D,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,6727,66,2.93,Conventional,D,D,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI E,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,4825,65,2.136,Conventional,E,E,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI F1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,5423,57,2.413,Conventional,F1,F,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI F2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,4945,64,2.187,Conventional,F2,F,,
IND - Manzana,R2879,,Independent Sector,MANZ A1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2017,,,2021,,A1,,6075,64,2.5515,Conventional,A1,A,,
IND - Manzana,R2879,,Independent Sector,MANZ A2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,A2,,4841,60,2.03322,Conventional,A2,A,,
IND - Manzana,R2879,,Independent Sector,MANZ A3,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,A2,,3082,28,1.29444,Conventional,A3,A,,
IND - Manzana,R2879,,Independent Sector,MANZ B1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2017,,,2021,,B1,,3906,44,1.64052,Conventional,B1,B,,
IND - Manzana,R2879,,Independent Sector,MANZ B2,996,Rockit,,Apples,M.9/M.26,Spindle,3,1.4,2018,,,2021,,B2,,5404,60,2.26968,Conventional,B2,B,,
IND - Manzana,R2879,,Independent Sector,MANZ B3,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,B3,,3041,48,1.27722,Conventional,B3,B,,
IND - Manzana,R2879,,Independent Sector,MANZ C1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2017,,,2021,,C1,,4807,44,2.01894,Conventional,C1,C,,
IND - Manzana,R2879,,Independent Sector,MANZ C2,996,Rockit,,Apples,M.9/M.26,Spindle,3,1.4,2018,,,2021,,C2,,7245,60,3.0429,Conventional,C2,C,,
IND - Manzana,R2879,,Independent Sector,MANZ C3,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,C3,,7147,73,3.00174,Conventional,C3,C,,
IND - Manzana,R2879,,Independent Sector,MANZ D1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2017,,,2021,,D1,,4840,43,2.0328,Conventional,D1,D,,
IND - Manzana,R2879,,Independent Sector,MANZ D2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,D2,,7095,61,2.9799,Conventional,D2,D,,
IND - Manzana 2,R2925,,Independent Sector,MANZ2 A,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2022,,A,,8413,104,3.57504,Conventional,A,A,,
IND - Manzana 2,R2925,,Independent Sector,MANZ2 B,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,B,,9173,76,3.95598,Conventional,B,B,,
IND - Manzana 2,R2925,,Independent Sector,MANZ2 C,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,C,,4120,43,1.86858,Conventional,C,C,,
IND - Masters block ,R1172,,Independent Sector,MASTERS-A,996,Rockit,,Apples,MM106,,1.1,3.5,2023,,,2024,,,,2506,0,1.35,Conventional,,,,
Mangapoike,R2952,,Independent Sector,MHL A,996,Rockit,,Apples,M.9,2D,2.5,1.6,2022,,,2023,,,,5671,51,2.462,Conventional,A,A,,
Mangapoike,R2952,,Independent Sector,MHL B,996,Rockit,,Apples,M.9,2D,2.5,1.6,2022,,,2023,,,,5739,51,2.53,Conventional,B,B,,
IND - Moa Apples,R1626,,Independent Sector,MOA-NP4,996,Rockit,,Apples,M.9,,3.5,1.5,2015,,,2022,,,,1128,0,0.592,Conventional,4,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-NPA,996,Rockit,,Apples,M.9,,3.5,1.5,2015,,,2022,,,,1340,0,0.7371,Conventional,A,C,,
IND - Moa Apples,R1626,,Independent Sector,MOA-NPC,996,Rockit,,Apples,M.9,,3.5,1.5,2021,,,2022,,,,399,0,0.21,Conventional,C,C,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OV1,996,Rockit,,Apples,,,5,3,2014,,,2022,,,,1082,0,1.62,Conventional,1,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OV3,996,Rockit,,Apples,,,5,3,2021,,,2022,,,,1649,0,0.87,Conventional,3,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OVB,996,Rockit,,Apples,,,5,3,2014,,,2022,,,,811,0,1.22,Conventional,B,C,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OVD,996,Rockit,,Apples,,,5,3,2015,,,2022,,,,922,0,0.48,Conventional,D,B,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OVF,996,Rockit,,Apples,,,5,3,2014,,,2022,,,,204,0,0.26,Conventional,F,B,,
IND - Moa Apples,R1626,,Independent Sector,MOA-YV2,996,Rockit,,Apples,M.793,,3.5,3,2014,,,2022,,,,701,0,0.74,Conventional,2,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-YVE,996,Rockit,,Apples,M.793,,3.5,3,2014,,,2022,,,,375,0,0.39,Conventional,E,B,,
IND - Moteo Pa,R2636,,Independent Sector,MOT A1,996,Rockit,,Apples,MM.106,Spindle,3.5,1.6,2012,,,2021,,A1,,4512,30,2.9,Conventional,A1,A,,
IND - Moteo Pa,R2636,,Independent Sector,MOT A2,996,Rockit,,Apples,MM.106,Spindle,3.5,1.6,2012,,,2021,,A2,,1481,10,0.9,Conventional,A2,A,,
IND - Moteo Pa,R2636,,Independent Sector,MOT B1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2013,,,2021,,B1,,1902,12,1.218,Conventional,B1,B,,
IND - Moteo Pa,R2636,,Independent Sector,MOT B2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2013,,,2021,,B2,,2290,13,1.07,Conventional,B2,B,,
IND - Norton,R1856,,Independent Sector,NOR-NTRK,996,Rockit,,Apples,M.9,,1.4,3.3,2017,,,2022,,B grade trees,,5288,1,2.443056,Conventional,NTRK,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A1,996,Rockit,,Apples,MM.106,Twin Leader,4.5,2.5,2015,,,2021,,,,424,8,0.468,Conventional,A1,A,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A2,996,Rockit,,Apples,Marc,Spindle,3.5,1.5,2015,,,2021,,,,577,6,0.329,Conventional,A2,A,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A3,996,Rockit,,Apples,MM.106,Twin Leader,4.5,2.4,2015,,,2021,,,,299,5,0.339,Conventional,A3,A,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A4,996,Rockit,,Apples,MM.106,Twin Leader,4.5,2.4,2015,,,2022,,,,357,6,0.404,Conventional,A4,A,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B1,996,Rockit,,Apples,M.9/M.116,Spindle,4.5,1.2,2015,,,2021,,,,458,4,0.27,Conventional,B1,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B2,996,Rockit,,Apples,MM.106,Twin Leader,4.5,2.4,2015,,,2022,,,,257,6,0.274,Conventional,B2,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B3,996,Rockit,,Apples,M.9/M.116,Spindle,4.5,1.2,2015,,,2022,,,,283,4,0.164,Conventional,B3,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B4,996,Rockit,,Apples,MM.106,Twin Leader,4.5,2.4,2015,,,2022,,,,239,5,0.254,Conventional,B4,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B5,996,Rockit,,Apples,M.9/M.116,Twin Leader,4.5,1.2,2015,,,2021,,,,578,5,0.321,Conventional,B5,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B6,996,Rockit,,Apples,MM.106,Spindle,4.5,2.4,2015,,,2022,,,,262,8,0.292,Conventional,B6,B,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN A1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2015,,,2021,,,,294,8,0.14,Conventional,A1,A,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN A2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2015,,,2022,,,,412,11,0.183,Conventional,A2,A,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN A3,996,Rockit,,Apples,M.9,Spindle,3,1.4,2015,,,2021,,,,2348,32,1.021,Conventional,A3,A,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN B1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2015,,,2021,,,,4498,71,1.957,Conventional,B1,B,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS A1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2013,,,2021,,Hedging trial is being undertaken in this block 2022-24,,285,9,0.138,Conventional,A1,A,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS A2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2013,,,2021,,Hedging trial is being undertaken in this block 2022-24,,215,7,0.104,Conventional,A2,A,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS A3,996,Rockit,,Apples,M.9,Spindle,3,1.4,2013,,,2021,,,,2979,44,1.517,Conventional,A3,A,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS B1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2013,,,2021,,,,3893,39,1.834,Conventional,B1,B,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-DRAIN,996,Rockit,,Apples,MM.106,,5,2.5,2016,,,2022,,graft,,1470,1,1.8375,Conventional,C,C,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-LEFT,996,Rockit,,Apples,MM.106,,4.5,2.5,2016,,,2022,,graft,,1495,1,1.681875,Conventional,D,D,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-MIDDLE,996,Rockit,,Apples,MM.106,,5,2.5,2017,,,2022,,graft,,2200,1,2.812,Conventional,B,B,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-SHED,996,Rockit,,Apples,MM.106,,5,2.5,2016,,,2022,,graft,,1007,1,1.25875,Conventional,A,A,,
IND - Okohua Orchard,R1611,,Independent Sector,OKO-C1,996,Rockit,,Apples,MM.106,,3.8,2.5,1991,,,2022,,grafted 2017 ,,1251,0,1.29,Conventional,C1,C,,
IND - Okohua Orchard,R1611,,Independent Sector,OKO-C2,996,Rockit,,Apples,M793,,4.3,3,1991,,,2021,,,,0,0,0,Conventional,,,,Non-production
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU A1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2014,,,2021,,Fruition sample bays: Row# Bay# 26      2(S) 26      2(N) 50      3(N) 50      1(S) ,,4354,58,1.85,Conventional,A1,A,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU A2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2014,,,2021,,C,,3689,55,1.58,Conventional,A2,A,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU A3,996,Rockit,,Apples,M.9,Spindle,3,1.4,2013,,,2021,,E,,1868,31,0.84,Conventional,A3,A,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B1,996,Rockit,,Apples,CG202,FOPS,2.2,2.8,2021,,,2022,,,,453,28,0.3,Conventional,B1,B,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B2,996,Rockit,,Apples,CG202,FOPS,2.2,2.8,2021,,,2022,,,,701,18,0.46,Conventional,B2,B,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B3,996,Rockit,,Apples,M.9,Spindle,3,1.4,2014,,,2021,,F,,6417,58,2.76,Conventional,B3,B,,
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM A1,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2021,,,2022,,,,4928,65,2.579,Conventional,A1,A,,
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM A2,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2021,,,2022,,,,6129,66,3.269,Conventional,A2,A,,
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM B1,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2021,,,2022,,,,5818,62,3.062,Conventional,B1,B,,
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM B2,996,Rockit,,Apples,M.9,FOPS,2.2,2.4,2021,,,2022,,,,5259,62,2.841,Conventional,B2,B,,
IND - Paki Paki,R2786,,Independent Sector,PAK-RK1,996,Rockit,,Apples,M.9,,3.3,1.4,2017,,,2022,,,,3822,0,1.77,Conventional,PPRK1,A,,
IND - Paki Paki,R2786,,Independent Sector,PAK-RK2,996,Rockit,,Apples,M.9,,3.5,1.4,2016,,,2022,,,,3306,0,1.61994,Conventional,PPRK2,B,,
IND - Parkhill Orchard,R2841,,Independent Sector,PAR-RK,996,Rockit,,Apples,M.9,,3.3,1.4,2017,,,2022,,D Garde Trees,,11586,1,5.352732,Conventional,PHRK,A,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER A1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,5099,55,2.227,Conventional,A1,A,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER A2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,5511,56,2.407,Conventional,A2,A,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER B1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,8309,70,3.603,Conventional,B1,B,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER B2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,5115,61,2.247,Conventional,B2,B,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER B3,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,4254,60,1.861,Conventional,B3,B,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER C1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,4848,61,2.108,Conventional,C1,C,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER C2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,3874,60,1.688,Conventional,C2,C,,
Rangi 2,R2901,Shane Crawford,Crownthorpe Sector,RANGI2 A,996,Rockit,,Apples,M.793,Spindle,4,2,2019,,,2021,,A,,1480,19,1.159,Conventional,A,A,,
Rangi 2,R2901,Shane Crawford,Crownthorpe Sector,RANGI2 B,996,Rockit,,Apples,M.793,Spindle,4,2,2019,,,2021,,B,,1626,19,1.4,Conventional,B,B,,
Rangi 2,R2901,Shane Crawford,Crownthorpe Sector,RANGI2 C,996,Rockit,,Apples,M.793,Spindle,4,2,2019,,,2021,,C,,1634,19,1.306,Conventional,C,C,,
IND - Raupare,R1875,,Independent Sector,RAUP  AR1,996,Rockit,,Apples,CG202,,1.6,3,2023,,,2024,,,,7083,0,3.4,Conventional,AR1,A,,
IND - Raupare,R1875,,Independent Sector,RAUP CR1,996,Rockit,,Apples,CG202,,1.6,3,2023,,,2024,,,,3545,0,1.7,Conventional,CR1,C,,
IND - Raupare,R1875,,Independent Sector,RAUP ER1,996,Rockit,,Apples,CG202,,1.6,3,2023,,,2024,,,,1040,0,0.5,Conventional,ER1,E,,
IND - Raupare,R1875,,Independent Sector,RAUP ER2,996,Rockit,,Apples,CG202,,1.6,3,2023,,,2024,,,,2291,0,1.1,Conventional,ER2,E,,
IND - Riverbank Orchard,R1632,,Independent Sector,RBK VB,996,Rockit,,Apples,MM106,,4.5,3,2001,,,2024,,,,285,0,0.38,Conventional,B,A,,
IND - Riverbank Orchard,R1632,,Independent Sector,RBK VHVJ,996,Rockit,,Apples,MM106,2D,4.5,2.5,2001,2022,,2024,,,,474,0,0.53,Conventional,H,A,,
IND - Riverbank Orchard,R1632,,Independent Sector,RBK VN,996,Rockit,,Apples,M9,,3.5,1.5,2015,,,2021,,,,1893,0,1.1,Conventional,N,A,,
IND - Riverbank Orchard,R1632,,Independent Sector,RBK VO,996,Rockit,,Apples,MM102,,4.1,1.8,2017,,,2021,,,,1149,0,0.847,Conventional,O,A,,
IND - Riverside,R1752,,Independent Sector,RIV-B1,996,Rockit,,Apples,MM.106,,4.5,2.5,1991,,,2022,,grafted,,530,1,0.59625,Conventional,B1,B,,
IND - Riverside,R1752,,Independent Sector,RIV-B1/1,996,Rockit,,Apples,M793,,,,2011,,,2021,,,,0,0,0,Conventional,,,,Non-production
IND - Riverside,R1752,,Independent Sector,RIV-B2,996,Rockit,,Apples,M.26,,3.9,1.5,2013,,,2022,,Blk 1,,1050,1,0.61,Conventional,B2,B,,
IND - Riverside,R1752,,Independent Sector,RIV-B2/2,996,Rockit,,Apples,M116,,4,2,2016,,,2021,,,,0,0,0,Conventional,,,,Non-production
IND - Riverside,R1752,,Independent Sector,RIV-C1,996,Rockit,,Apples,M26,,4,1.5,2005,,,2021,,Blk 6 grafted 2014,,642,1,0.96,Conventional,C1,C,,
IND - Riverside,R1752,,Independent Sector,RIV-C1/1,996,Rockit,,Apples,MM106,,5,3,1991,,,2021,,,,0,0,0,Conventional,,,,Non-production
IND - Riverside,R1752,,Independent Sector,RIV-C1/2,996,Rockit,,Apples,M26,,4,1.5,2005,,,2021,,,,0,0,0,Conventional,,,,Non-production
IND - Riverside,R1752,,Independent Sector,RIV-D2,996,Rockit,,Apples,MM106,,4.5,2.5,1991,,,2022,,Blk 9 grafted 2016,,548,1,0.6165,Conventional,D2,D,,
IND - Riverside,R1752,,Independent Sector,RIV-D2/1,996,Rockit,,Apples,M793,,4,2,2007,,,2021,,,,0,0,0,Conventional,,,,Non-production
IND - Riverside,R1752,,Independent Sector,RIV-D2/2,996,Rockit,,Apples,MM106,,4.5,2.5,1991,,,2021,,,,0,0,0,Conventional,,,,Non-production
IND - Rosegate Orchard,R1533,,Independent Sector,ROSEG AI,996,Rockit,,Apples,CG202,,3.7,1.8,2022,,,2023,,,,966,0,0.643,Conventional,I,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A1,996,Rockit,,Apples,CG202,FOPS,2.2,3,2022,,,2021,,,,1001,47,0.673,Conventional,A1,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A2,996,Rockit,,Apples,CG202,FOPS,2.2,3,2022,,,2021,,,,1920,66,1.309,Conventional,A2,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A3,996,Rockit,,Apples,CG202,FOPS,2.2,3,2022,,,2021,,,,2235,77,1.495,Conventional,A3,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A4,996,Rockit,,Apples,CG202,FOPS,2.2,3,2022,,,2021,,,,1951,61,1.293,Conventional,A4,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B1,996,Rockit,,Apples,MM.106,Spindle,4,2.5,2012,,,2021,,,,2079,13,1.796,Conventional,B1,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B2,996,Rockit,,Apples,MM.106,Spindle,4,2.5,2012,,,2021,,,,1367,9,1.206,Conventional,B2,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B3,996,Rockit,,Apples,MM.106,Spindle,4,2.5,2012,,,2021,,,,1515,10,1.295,Conventional,B3,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B4,996,Rockit,,Apples,MM.106,Spindle,4,2.5,2012,,,2021,,,,1437,10,1.237,Conventional,B4,B,,
