OrchardDesc,PIN,Manager,OrchardGroup,Planting code,Variety code,Variety,Strain of,Produce,Root stock,Growing system,Row spacing,Tree spacing,Planted,Grafted,BioGro year,First season,Last season,Notes,Tags (planting),# trees,# rows,Hectares,Growing method,Mgmt. area,Prod. site,Clearance,Tags (season)
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C1,996,Rockit,,Apples,MM.106,Spindle,4,2.5,2012,,,2021,,T:\Admin\Havelock\Block Stats Update\RRD - DONE including budget total.xlsx,,1797,13,1.673,Conventional,C1,C,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C2,996,Rockit,,Apples,MM.106,Spindle,4,2.5,2012,,,2021,,,,952,9,0.877,Conventional,C2,C,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C3,996,Rockit,,Apples,MM.106,Spindle,4,2.5,2012,,,2021,,x,,767,10,0.695,Conventional,C3,C,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C4,996,Rockit,,Apples,MM.106,Spindle,4,2.5,2012,,,2021,,,,517,10,0.412,Conventional,C4,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TD1,996,Rockit,,Apples,M.9,,3.4,1.5,2013,,,2022,,,,2534,1,1.29,Conventional,L,B,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TD2,996,Rockit,,Apples,M.9/Cepiland,,3.5,1.5,2020,,,2022,,,,1562,1,0.82005,Conventional,N,B,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TD7,996,Rockit,,Apples,cg202,,3.5,1.5,2022,,,2024,,,,1523,0,0.79,Conventional,R,B,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO1,996,Rockit,,Apples,M.9/Cepiland,,3.5,1.5,2020,,,2022,,,,912,1,0.4788,Conventional,S,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO2,996,Rockit,,Apples,CG202,,5,2.8,2014,,,2022,,,,135,1,0.189,Conventional,T,C,,Non-production
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO3,996,Rockit,,Apples,,,3.5,1.5,2014,,,2022,,,,1801,1,0.945525,Conventional,U,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO5,996,Rockit,,Apples,M9,,3.3,1.3,2016,,,2023,,,,3207,0,1.375803,Conventional,W,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO8,996,Rockit,,Apples,M.9/Cepiland,,3.5,1.5,2020,,,2023,,,,665,0,0.349125,Conventional,Z,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TP3,996,Rockit,,Apples,M.9/Cepiland,,3.6,1.5,2020,,,2022,,,,1612,1,0.87048,Conventional,J,A,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TR1,996,Rockit,,Apples,M.9,,3.5,1.5,2012,,,2022,,,,4153,1,2.180325,Conventional,A,A,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TR2,996,Rockit,,Apples,CG202,,3.5,1.5,2022,,,2023,,,,846,0,0,Conventional,B,A,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TR6,996,Rockit,,Apples,M.9,,3.3,1.3,2012,,,2022,,,,847,1,0.363363,Conventional,F,A,,
IND - Riverpoint Rd ,R2695,,Independent Sector,RVP-RK,996,Rockit,,Apples,M9,,1.6,2.8,2022,,,2024,,,,1700,0,0.7,Conventional,RK,C,,
Watson Road,R2447,,Independent Sector,RWR A1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2016,,,2021,,,,2718,53,1.198,Conventional,A1,A,,
Watson Road,R2447,,Independent Sector,RWR B1,996,Rockit,,Apples,M.9,Spindle,3.5,1.2,2016,,,2021,,T:\Block Information\Napier\WATSON\Watson Rd Stats Master.xlsx,,3810,63,1.723,Conventional,B1,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 A1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,,,3466,31,1.519,Conventional,A1,A,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 A2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,B,,3660,32,1.62,Conventional,A2,A,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 B1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,C,,2571,32,1.138,Conventional,B1,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 B2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,D,,4377,30,1.918,Conventional,B2,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 B3,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,E,,5578,43,2.448,Conventional,B3,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 C1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,F,,3126,25,1.367,Conventional,C1,C,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 C2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,G,,3569,31,1.592,Conventional,C2,C,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 D1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,H,,3010,30,1.559,Conventional,D1,D,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 D2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,I,,3409,38,1.957,Conventional,D2,D,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 A1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,A,,3376,45,1.46832,Conventional,A1,A,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 A2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2022,,,,2227,30,0.95382,Conventional,A2,A,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 B1,996,Rockit,,Apples,M.9,Spindle,3,1.4,2018,,,2021,,B,,2795,34,1.21884,Conventional,B1,B,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 B2,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2022,,,,3021,30,1.29822,Conventional,B2,B,,
IND - Sissons,R1862,,Independent Sector,SIS-SSRK,996,Rockit,,Apples,M.9,,3.3,1.4,2017,,,2022,,B Grade,,1745,1,0.80619,Conventional,SSRK,A,,
IND - Sunpark,R2968,,Independent Sector,SNP-1,996,Rockit,,Apples,M9,,1.4,2.8,2023,,,2024,,,,12840,0,5.03,Conventional,1,A,,
IND - Sunpark,R2968,,Independent Sector,SNP-12,996,Rockit,,Apples,M9,,1.4,2.8,2023,,,2024,,,,2702,0,1.06,Conventional,12,J,,
IND - Sunpark,R2968,,Independent Sector,SNP-13,996,Rockit,,Apples,M9,,1.4,2.8,2023,,,2024,,,,7572,0,2.97,Conventional,13,J,,
IND - Sunpark,R2968,,Independent Sector,SNP-2 ,996,Rockit,,Apples,M9,,1.4,2.8,2023,,,2024,,,,7266,0,2.85,Conventional,2,B,,
IND - Sunpark,R2968,,Independent Sector,SNP-4,996,Rockit,,Apples,M9,,1.4,2.8,2023,,,2024,,,,1750,0,0.69,Conventional,4,D,,
IND - Sunpark,R2968,,Independent Sector,SNP-5,996,Rockit,,Apples,M9,,1.4,2.8,2023,,,2024,,,,6929,0,2.72,Conventional,5,D,,
IND - Sunpark,R2968,,Independent Sector,SNP-8,996,Rockit,,Apples,M9,,1.4,2.8,2023,,,2024,,,,8006,0,3.14,Conventional,8,F,,
IND - Sunpark,R2968,,Independent Sector,SNP-9,996,Rockit,,Apples,M9,,1.4,2.8,2023,,,2024,,,,8511,0,3.34,Conventional,9,G,,
IND - Springhill west,R2897,,Independent Sector,SPRING 16,996,Rockit,,Apples,M9,,0.8,3.2,2020,,,2024,,,,5743,0,1.45,Conventional,16,P,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A1,996,Rockit,,Apples,M.9,Spindle,3.5,1.4,2012,,,2021,,FRONT,,1667,14,0.83888,Conventional,A1,A,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A2,996,Rockit,,Apples,M.9,Spindle,3.5,1.4,2012,,,2021,,BACK,,1175,14,0.59976,Conventional,A2,A,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A3,996,Rockit,,Apples,M.9,Spindle,3.5,1.4,2011,,,2021,,FRONT,,1590,14,0.84035,Conventional,A3,A,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A4,996,Rockit,,Apples,M.9,Spindle,3.5,1.4,2011,,,2021,,BACK,,1630,17,0.82026,Conventional,A4,A,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A5,996,Rockit,,Apples,MM.106,Spindle,3.5,1.4,2007,,,2021,,MOTHER ROW,,200,2,0.11172,Conventional,A5,A,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS B1,996,Rockit,,Apples,M.9,Spindle,3.5,1.4,2012,,,2021,,C,,2943,27,1.64346,Conventional,B1,B,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS B2,996,Rockit,,Apples,M.9,Spindle,3.5,1.4,2007,,,2021,,A,,3028,27,1.52292,Conventional,B2,B,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS C1,996,Rockit,,Apples,M.9,Spindle,3.4,1.4,2013,,,2021,,,,2466,21,1.184764,Conventional,C1,C,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS C2,996,Rockit,,Apples,M.9,Spindle,3.4,1.4,2013,,,2021,,,,2403,21,1.176672,Conventional,C2,C,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS D1,996,Rockit,,Apples,M.9,Spindle,3.5,1.5,2012,,,2021,,,,1972,19,1.057875,Conventional,D1,D,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS D2,996,Rockit,,Apples,M.9,Spindle,3.5,1.5,2012,,,2021,,F2,,2108,19,1.134,Conventional,D2,D,,
IND - SSL,R2779,,Independent Sector,SSL - A,996,Rockit,,Apples,,,2.8,1.5,2021,,,2023,,,,3600,0,1.512,Conventional,RK,A,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL A,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,A,,4628,36,2.036,Conventional,A,A,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL B,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,B,,3630,52,1.609,Conventional,B,B,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL C,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,C,,7543,70,3.319,Conventional,C,C,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL D,996,Rockit,,Apples,M.9,Spindle,3,1.4,2019,,,2021,,D,,4026,59,1.754,Conventional,D,D,,
IND - Stranadariff Orchard,R2937,,Independent Sector,STR-CAITH,996,Rockit,,Apples,M9,,,,2020,,,2023,,,,3176,0,1.19,Conventional,A,A,,
IND - Sunvalley Orchard,R2732,,Independent Sector,SUN-EAST,996,Rockit,,Apples,M.9,,3.5,1.5,2014,,,2022,,,,5000,1,3.17,Conventional,R,A,,
IND - Sunvalley Orchard,R2732,,Independent Sector,SUN-NORTH,996,Rockit,,Apples,M.116,,4,2,2016,,,2022,,,,3300,1,3.86,Conventional,R,A,,
IND - Sunvalley Orchard,R2732,,Independent Sector,SUN-WEST,996,Rockit,,Apples,M.9,,3.5,1.5,2015,,,2022,,,,3640,1,2.31,Conventional,R,A,,
IND - Sun Valley,R2947,,Independent Sector,SVL-A,996,Rockit,,Apples,M9,,,,2021,,,2023,,,,10050,0,4.22,Conventional,A,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-BACK,996,Rockit,,Apples,M.9,,3.5,1.4,2016,,,2022,,,,2479,1,1.21471,Conventional,F,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-NEWCRK,996,Rockit,,Apples,M.9,,3.5,1.4,2020,,,2022,,,,1286,1,0.63014,Conventional,E,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-NEWWIN,996,Rockit,,Apples,M.9,,3.5,1.4,2020,,,2022,,,,1735,1,0.85015,Conventional,C,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-RDMAIN,996,Rockit,,Apples,M.9,,3.5,1.4,2016,,,2022,,,,4549,1,2.22901,Conventional,A,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-RDSTH,996,Rockit,,Apples,M.9,,3.5,1.4,2016,,,2022,,,,2586,1,1.26714,Conventional,B,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-WEAK,996,Rockit,,Apples,M.9,,3.5,1.4,2016,,,2022,,,,2210,1,1.0829,Conventional,D,A,,
Te Arai,R2944,,Independent Sector,TA 1,996,Rockit,,Apples,M.9,2D,2.5,1.6,2021,,,2022,,,,5890,42,2.5128,Conventional,TA1,A,,
Te Arai,R2944,,Independent Sector,TA 2,996,Rockit,,Apples,M.9,2D,2.5,1.6,2021,,,2022,,,,5156,42,2.1744,Conventional,TA2,A,,
Te Arai,R2944,,Independent Sector,TA 3,996,Rockit,,Apples,M.9,2D,2.5,1.6,2021,,,2022,,,,5201,67,4.1124,Conventional,TA3,B,,
Te Arai,R2944,,Independent Sector,TA 4,996,Rockit,,Apples,M.9,2D,2.5,1.6,2021,,,2022,,,,5916,67,3.0016,Conventional,TA4,C,,
Te Arai,R2944,,Independent Sector,TA 5,996,Rockit,,Apples,M.9,2D,2.5,1.6,2021,,,2022,,,,3707,67,1.6012,Conventional,TA5,C,,
Te Arai,R2944,,Independent Sector,TA 6,996,Rockit,,Apples,M.9,2D,2.5,1.6,2021,,,2022,,,,7540,63,3.7252,Conventional,TA6,D,,
Te Arai,R2944,,Independent Sector,TA 7,996,Rockit,,Apples,M.9,2D,2.5,1.6,2021,,,2022,,,,2103,74,1.0832,Conventional,TA7,D,,
Te Arai,R2944,,Independent Sector,TA 8,996,Rockit,,Apples,M.9,2D,2.5,1.6,2021,,,2022,,,,988,42,1.3956,Conventional,TA8,E,,
Te Arai,R2944,,Independent Sector,TA 9,996,Rockit,,Apples,M.9,2D,2.5,1.6,2022,,,2022,,,,3063,42,2.006,Conventional,TA9,E,,
IND-Te Wairua,R2915,,Independent Sector,TEWAIRUA-A,996,Rockit,,Apples,M9,,1.5,3,2020,,,2024,,,,7222,0,3.25,Conventional,A,A,,
IND-Te Wairua,R2915,,Independent Sector,TEWAIRUA-B,996,Rockit,,Apples,M9,,1.5,3,2020,,,2024,,,,7222,0,3.25,Conventional,B,A,,
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI A,996,Rockit,,Apples,M9,,2.7,1.6,2022,,,2023,,,,6250,0,2.7,Conventional,A,A,,
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI C,996,Rockit,,Apples,,,2.7,1.6,2022,,,2023,,,,6967,0,3.009,Conventional,C,C,,
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI D,996,Rockit,,Apples,,,2.7,1.6,2022,,,2023,,,,6951,0,3.002,Conventional,D,D,,
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI F,996,Rockit,,Apples,,,2.7,1.6,2022,,,2023,,,,6280,0,2.71,Conventional,F,F,,
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI G,996,Rockit,,Apples,,,2.7,1.6,2022,,,2023,,,,2821,0,1.218,Conventional,G,G,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN A1,996,Rockit,,Apples,M.9/M.26,Spindle,3.7,1.5,2012,,,2021,,FRONT,,1914,25,1.109,Conventional,A1,A,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN A2,996,Rockit,,Apples,M.9/M.26,Spindle,3.7,1.5,2012,,,2021,,BACK,,1894,25,1.079,Conventional,A2,A,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN B1,996,Rockit,,Apples,M.9/M.26,Spindle,3.7,1.5,2012,,,2021,,FRONT,,2195,23,1.393,Conventional,B1,B,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN B2,996,Rockit,,Apples,M.9/M.26,Spindle,3.7,1.5,2012,,,2021,,BACK,,2105,22,1.359,Conventional,B2,B,,
Te Aute Road South,R2668,Todd Blackman,Havelock Sector,TRS A,996,Rockit,,Apples,M.9,Spindle,3.5,1.4,2012,,,2021,,A,,4683,28,2.48,Conventional,A,A,,
IND - Tubbies Orchard,R2943,,Independent Sector,TUB-A,996,Rockit,,Apples,M9,,,,2022,,,2023,,,,2618,0,1.32,Conventional,A,A,,
IND - Tubbies Orchard,R2943,,Independent Sector,TUB-B,996,Rockit,,Apples,M9,,,,2022,,,2023,,,,2618,0,1.32,Conventional,B,A,,
IND - Tubbies Orchard,R2943,,Independent Sector,TUB-C,996,Rockit,,Apples,M9,,,,2022,,,2023,,,,2618,0,1.32,Conventional,C,A,,
IND - Tubbies Orchard,R2943,,Independent Sector,TUB-D,996,Rockit,,Apples,M9,,,,2022,,,2023,,,,2618,0,1.32,Conventional,D,A,,
IND - Tuki Orchard,R1222,,Independent Sector,TUK TATJTO,996,Rockit,,Apples,M9,,4,1.8,2000,,,2021,,,,130,0,0.1,Conventional,A,A,,
IND - Tuki Orchard,R1222,,Independent Sector,TUK TQTR,996,Rockit,,Apples,M26,,4,2,2003,,,2021,,,,380,0,0.304,Conventional,Q,B,,
IND - Tuki Orchard,R1222,,Independent Sector,TUK TS,996,Rockit,,Apples,MM106,,4.2,2.5,1999,,,2021,,,,550,0,0.578,Conventional,S,A,,
IND - TURLEY FARM,R2962,,Independent Sector,TURLEY A ,996,Rockit,,Apples,M9,,1.5,2.8,2023,,,2024,,,,10005,0,4.2,Conventional,A1,A,,
IND - TURLEY FARM,R2962,,Independent Sector,TURLEY B,996,Rockit,,Apples,M9,,1.5,2.8,2023,,,2024,,,,13457,0,5.65,Conventional,B1,A,,
IND - TURLEY FARM,R2962,,Independent Sector,TURLEY C ,996,Rockit,,Apples,CG202,,1.5,2.8,2023,,,2024,,,,12593,0,5.29,Conventional,C1,A,,
IND - TURLEY FARM,R2962,,Independent Sector,TURLEY D ,996,Rockit,,Apples,CG202,,1.5,2.8,2023,,,2024,,,,11300,0,4.75,Conventional,D1,A,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY A1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,5758,47,2.487,Conventional,A1,A,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY A2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,6489,42,2.841,Conventional,A2,A,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY B1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,8197,64,3.653,Conventional,B1,B,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY B2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,9167,68,3.886,Conventional,B2,B,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY B3,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,3083,68,1.381,Conventional,B3,B,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY C1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,8048,60,3.518,Conventional,C1,C,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY C2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,8114,60,3.556,Conventional,C2,C,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY C3,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,5038,59,2.211,Conventional,C3,C,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY D1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,8825,60,3.875,Conventional,D1,D,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY D2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,8099,60,3.55,Conventional,D2,D,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY D3,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,6864,57,3.167,Conventional,D3,D,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY E1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,7207,59,3.207,Conventional,E1,E,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY E2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,8141,59,3.517,Conventional,E2,E,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY E3,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,7728,60,3.392,Conventional,E3,E,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY E4,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,1835,60,0.828,Conventional,E4,E,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY F1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,5281,60,2.329,Conventional,F1,F,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY F2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,7910,60,3.443,Conventional,F2,F,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY F3,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,4312,60,1.886,Conventional,F3,F,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY G1,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,4968,60,2.196,Conventional,G1,G,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY G2,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,8057,60,3.472,Conventional,G2,G,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY G3,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,5648,60,2.561,Conventional,G3,G,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY H1,996,Rockit,,Apples,CG202,Spindle,3,1.4,2020,,,2023,,Hedged ,,1414,22,0.623,Conventional,H1,H,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY H2,996,Rockit,,Apples,M.9 ,2D,3,1.4,2020,,,2023,,,,4583,49,2.02,Conventional,H2,H,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY H3,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,7060,61,3.134,Conventional,H3,H,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY H4,996,Rockit,,Apples,M.9,2D,3,1.4,2020,,,2023,,,,2753,49,1.228,Conventional,H4,H,,
IND - Waipatu,R2873,,Independent Sector,WAI-WPR1,996,Rockit,,Apples,M9,2D,2.8,1.5,2019,,,2022,,,,4725,0,1.98,Conventional,WPR1,A,,
IND - Waipatu,R2873,,Independent Sector,WAI-WPR2,996,Rockit,,Apples,M9,2D,2.8,1.5,2019,,,2022,,,,11077,0,4.65,Conventional,WPR2,B,,
IND - Waipatu,R2873,,Independent Sector,WAI-WPR3,996,Rockit,,Apples,M9,2D,2.8,1.5,2019,,,2022,,,,12247,0,5.14,Conventional,WPR3,C,,
IND - Waima Orchard ,R1096,,Independent Sector,WAIMA-C,996,Rockit,,Apples,CG202,,3,2,2023,,,2024,,,,350,0,0,Conventional,C,C,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR A1,996,Rockit,,Apples,MM.106,Spindle,4.5,2.5,2012,,,2021,,A1,,1953,18,1.55,Conventional,A1,A,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR A2,996,Rockit,,Apples,MM.106,Spindle,4.5,2.5,2012,,,2021,,A2,,1365,15,1.3,Conventional,A2,A,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR B1,996,Rockit,,Apples,M.9,Spindle,4.5,2,2012,,,2021,,B1,,723,6,0.71,Conventional,B1,B,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR B2,996,Rockit,,Apples,MM.106,Spindle,4.5,2,2012,,,2021,,B2,,739,6,0.71,Conventional,B2,B,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR C1,996,Rockit,,Apples,MM.106,Spindle,4.5,2.5,2012,,,2021,,C1,,1015,9,0.67,Conventional,C1,C,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR C2,996,Rockit,,Apples,MM.106,Spindle,4.5,2.5,2012,,,2021,,C2,,1090,9,0.67,Conventional,C2,C,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR D,996,Rockit,,Apples,M.9,Spindle,3,1.4,2013,,,2021,,M9 planted,,2461,16,1.07,Conventional,D,D,,
IND - Willowbank Orchard,R1095,,Independent Sector,WIL-BACK,996,Rockit,,Apples,M.9,,3.5,1.5,2016,,,2022,,,,4000,1,2.1,Conventional,C,C,,
IND - Willowbank Orchard,R1095,,Independent Sector,WIL-FRONT,996,Rockit,,Apples,M.9,,3.5,1.5,2016,,,2022,,,,3800,1,1.995,Conventional,B,B,,
IND - Wi Pere Trust,R2954,,Independent Sector,WIP-S1ROC,996,Rockit,,Apples,M9,,,,2021,,,2023,,,,24000,0,10,Conventional,S1ROC,A,,
IND - Wi Pere Trust,R2954,,Independent Sector,WIP-S2ROC,996,Rockit,,Apples,M9,,,,2022,,,2023,,,,24000,0,10,Conventional,S2ROC,A,,
IND - Williams Road,R2967,,Independent Sector,WLM-A,996,Rockit,,Apples,M9,,2.8,1.6,2022,,,2024,,,,8500,0,3.88,Conventional,A,A,,
IND - Williams Road,R2967,,Independent Sector,WLM-B,996,Rockit,,Apples,M9,,2.8,1.6,2022,,,2024,,,,9500,0,4.32,Conventional,B,B,,
IND - Waimea home,R1651,,Independent Sector,WMH-CWEST,996,Rockit,,Apples,CG202,,1.1,2.5,2023,,,2024,,,,4588,0,1.76,Conventional,C,C,,
IND - Waimea home,R1651,,Independent Sector,WMH-DSOUTH,996,Rockit,,Apples,MM106,,1.1,3.5,2023,,,2024,,,,1494,0,0.57,Conventional,D,D,,
IND - Waimea home,R1651,,Independent Sector,WMH-FWEST,996,Rockit,,Apples,M9,,1.4,3.5,2023,,,2024,,,,2479,0,1.22,Conventional,,,,
